ADU_index,ADU,essay_id,label,start_ind,end_ind,claim_type,ADU_text
T10,Claim 1050 1112	A number of measures should be taken to address these concerns,essay112,train,1050,1112,Claim,A number of measures should be taken to address these concerns
T11,Premise 1133 1206	exams should match the content and activities of the learning environment,essay112,train,1133,1206,Premise,exams should match the content and activities of the learning environment
T12,Premise 1208 1306	Exam task should be varied to give fair opportunities to candidates with different types of skills,essay112,train,1208,1306,Premise,Exam task should be varied to give fair opportunities to candidates with different types of skills
T13,"Premise 1308 1492	Other types of assessment should also be considered, assignment writing, for example, to assess independent learning and research skills, or group projects, to measure teamwork ability",essay112,train,1308,1492,Premise,"Other types of assessment should also be considered, assignment writing, for example, to assess independent learning and research skills, or group projects, to measure teamwork ability"
T1,"MajorClaim 1915 2027	richer nations should take more responsibility for helping the poorer nations in all health, education and trade",essay113,train,1915,2027,MajorClaim,"richer nations should take more responsibility for helping the poorer nations in all health, education and trade"
T2,Claim 2029 2156	Improvements in these areas will create a better life for residents in poorer nations which they can use to grow their homeland,essay113,train,2029,2156,Claim,Improvements in these areas will create a better life for residents in poorer nations which they can use to grow their homeland
T3,MajorClaim 171 257	Poorer nations need help from richer nations in these areas to develop their countries,essay113,train,171,257,MajorClaim,Poorer nations need help from richer nations in these areas to develop their countries
T4,Claim 638 766	richer nations can contribute by delegating doctors and nurses to these power nations as well as donate money to build hospitals,essay113,train,638,766,Claim,richer nations can contribute by delegating doctors and nurses to these power nations as well as donate money to build hospitals
T5,"Premise 268 382	in the area of health, poorer nations normally have less quantity of doctors and nurses compared to richer nations",essay113,train,268,382,Premise,"in the area of health, poorer nations normally have less quantity of doctors and nurses compared to richer nations"
T6,Premise 384 521	High population in poorer countries due to lack of family planning caused the proportion of doctors unbalance to the quantity of resident,essay113,train,384,521,Premise,High population in poorer countries due to lack of family planning caused the proportion of doctors unbalance to the quantity of resident
T7,Premise 539 613	poorer nations are lack of hospitals to fulfill the demand of the patients,essay113,train,539,613,Premise,poorer nations are lack of hospitals to fulfill the demand of the patients
T8,Claim 1102 1210	richer countries can allocate experienced educators to train more teachers and lecturers in poorer countries,essay113,train,1102,1210,Claim,richer countries can allocate experienced educators to train more teachers and lecturers in poorer countries
T9,"Claim 1223 1332	for the issue of education fee, richer countries should offer scholarships and loan to the qualified students",essay113,train,1223,1332,Claim,"for the issue of education fee, richer countries should offer scholarships and loan to the qualified students"
T10,"Premise 778 936	in the area of education, it is generally agreed that poorer countries often lack of teachers in schools as well as lecturers in higher education institutions",essay113,train,778,936,Premise,"in the area of education, it is generally agreed that poorer countries often lack of teachers in schools as well as lecturers in higher education institutions"
T11,Premise 952 1050	education for these countries normally is not free so only certain group of students can afford it,essay113,train,952,1050,Premise,education for these countries normally is not free so only certain group of students can afford it
T12,"Claim 1342 1462	in the area of trade, no one can deny that poorer countries are lagging behind richer countries due to shortage of money",essay113,train,1342,1462,Claim,"in the area of trade, no one can deny that poorer countries are lagging behind richer countries due to shortage of money"
T13,Premise 1464 1570	Trading are less active in poorer countries may also be caused by incomplete transportation infrastructure,essay113,train,1464,1570,Premise,Trading are less active in poorer countries may also be caused by incomplete transportation infrastructure
T14,Premise 1585 1660	residents in rural areas still depend on their own farm for food production,essay113,train,1585,1660,Premise,residents in rural areas still depend on their own farm for food production
T15,Premise 1686 1771	richer nations can provide financial service to poorer countries to encourage trading,essay113,train,1686,1771,Premise,richer nations can provide financial service to poorer countries to encourage trading
T16,Premise 1773 1898	The former can also give consultation on setting up a complete and efficient transportation infrastructure to support trading,essay113,train,1773,1898,Premise,The former can also give consultation on setting up a complete and efficient transportation infrastructure to support trading
T1,"MajorClaim 171 294	I do not agree that this explosion in technology will 'innovate' the education system, by replacing teachers with computers",essay114,train,171,294,MajorClaim,"I do not agree that this explosion in technology will 'innovate' the education system, by replacing teachers with computers"
T2,MajorClaim 1627 1667	there can be no school without a teacher,essay114,train,1627,1667,MajorClaim,there can be no school without a teacher
T3,"MajorClaim 1682 1790	computers will continue to be used by teachers in the learning process, but they will never take their place",essay114,train,1682,1790,MajorClaim,"computers will continue to be used by teachers in the learning process, but they will never take their place"
T4,"Claim 1792 1862	Teachers are not just teachers, they are also friends and conseilieurs",essay114,train,1792,1862,Claim,"Teachers are not just teachers, they are also friends and conseilieurs"
T5,Claim 381 420	computers need to be operated by people,essay114,train,381,420,Claim,computers need to be operated by people
T6,Premise 867 951	they are just tools for teachers and they cannot work properly without human's touch,essay114,train,867,951,Premise,they are just tools for teachers and they cannot work properly without human's touch
T7,Premise 671 785	scientists prove that every classroom needs trained staff to use these interactive and innovative ways of teaching,essay114,train,671,785,Premise,scientists prove that every classroom needs trained staff to use these interactive and innovative ways of teaching
T8,Premise 520 660	lessons are more attractive and easier to understand when they are put on a Power Point presentation and then presented with a LCD Projector,essay114,train,520,660,Premise,lessons are more attractive and easier to understand when they are put on a Power Point presentation and then presented with a LCD Projector
T9,Premise 422 505	No one can argue that technological tools are must-haves for the classroom of today,essay114,train,422,505,Premise,No one can argue that technological tools are must-haves for the classroom of today
T10,Claim 963 995	children need human interactions,essay114,train,963,995,Claim,children need human interactions
T11,"Premise 1119 1383	As a recent interview with Josh Trumm – the founder of the 'Teachers Global Group'- reveals, human interactions will never be imitated by computers: 'This verbal and non-verbal communication between teachers and children is the first step towards a proper educatio",essay114,train,1119,1383,Premise,"As a recent interview with Josh Trumm – the founder of the 'Teachers Global Group'- reveals, human interactions will never be imitated by computers: 'This verbal and non-verbal communication between teachers and children is the first step towards a proper educatio"
T12,"Premise 1386 1478	Without someone who can explain and understand their problems, pupils cannot actually learn'",essay114,train,1386,1478,Premise,"Without someone who can explain and understand their problems, pupils cannot actually learn'"
T13,"Premise 1538 1610	only a teacher can feel and connect with pupils, be a friend and a model",essay114,train,1538,1610,Premise,"only a teacher can feel and connect with pupils, be a friend and a model"
T14,"Premise 997 1117	No matter how advanced technology will be, it is clear that a computer will never be able to communicate with its pupils",essay114,train,997,1117,Premise,"No matter how advanced technology will be, it is clear that a computer will never be able to communicate with its pupils"
T1,Claim 1765 1857	newly developed plant foods and machinery make significant financial success for the farmers,essay115,train,1765,1857,Claim,newly developed plant foods and machinery make significant financial success for the farmers
T2,MajorClaim 1881 1977	the demerits of applying these new developments in the agriculture industry cannot be overlooked,essay115,train,1881,1977,MajorClaim,the demerits of applying these new developments in the agriculture industry cannot be overlooked
T3,Premise 437 552	applying the advanced fertilizers in combine with the automatic reaping resources increase farmers' economic profit,essay115,train,437,552,Premise,applying the advanced fertilizers in combine with the automatic reaping resources increase farmers' economic profit
T4,"Premise 570 740	artificial fertilizers catalyze the capacity of each inch of farmland in order to churn out the crops, and automatic machinery enhances the work efficiency of the harvest",essay115,train,570,740,Premise,"artificial fertilizers catalyze the capacity of each inch of farmland in order to churn out the crops, and automatic machinery enhances the work efficiency of the harvest"
T5,Claim 756 854	the production and labour cost of each kilogram of the agriculture products dramatically decreased,essay115,train,756,854,Claim,the production and labour cost of each kilogram of the agriculture products dramatically decreased
T6,Claim 865 944	high-tech fertilizers pose a potential threat to individuals' health well-being,essay115,train,865,944,Claim,high-tech fertilizers pose a potential threat to individuals' health well-being
T7,"Premise 946 1158	Unlike the organic plant foods, industrialized fertilizers are made of unusual chemicals, which are not only varying the gene of crops into those unknown substances but also remaining inside of plants permanently",essay115,train,946,1158,Premise,"Unlike the organic plant foods, industrialized fertilizers are made of unusual chemicals, which are not only varying the gene of crops into those unknown substances but also remaining inside of plants permanently"
T8,Premise 1174 1287	consumers who intake those fertilized products on a regular base tend to suffer a series of disease in the future,essay115,train,1174,1287,Premise,consumers who intake those fertilized products on a regular base tend to suffer a series of disease in the future
T9,Claim 1299 1396	excessively relying on the electronic equipment for harvest causes several impacts to the society,essay115,train,1299,1396,Claim,excessively relying on the electronic equipment for harvest causes several impacts to the society
T10,Premise 1398 1482	One is that it worsens the air pollution by releasing the excessive exhaust emission,essay115,train,1398,1482,Premise,One is that it worsens the air pollution by releasing the excessive exhaust emission
T11,Premise 1497 1549	manual harvest prevents severe environmental damages,essay115,train,1497,1549,Premise,manual harvest prevents severe environmental damages
T12,Premise 1564 1646	mechanical reaper causes the rise of the unemployment rate in the farming industry,essay115,train,1564,1646,Premise,mechanical reaper causes the rise of the unemployment rate in the farming industry
T13,Premise 1665 1736	high-end reaping plants replace a large number of workers in the fields,essay115,train,1665,1736,Premise,high-end reaping plants replace a large number of workers in the fields
T1,MajorClaim 1747 1815	governments should help and encourage artists to continue their work,essay116,train,1747,1815,MajorClaim,governments should help and encourage artists to continue their work
T2,Claim 1627 1734	art is a very valuable object for every country and the talent in this area cannot be discovered everywhere,essay116,train,1627,1734,Claim,art is a very valuable object for every country and the talent in this area cannot be discovered everywhere
T3,Premise 517 593	art helps to improve the quality of our lives as well as attracting tourists,essay116,train,517,593,Premise,art helps to improve the quality of our lives as well as attracting tourists
T4,"Premise 608 772	monuments that represent each city do not only illustrate the city's history and culture, but also make the city more beautiful and an attractive place for tourists",essay116,train,608,772,Premise,"monuments that represent each city do not only illustrate the city's history and culture, but also make the city more beautiful and an attractive place for tourists"
T5,Premise 783 847	some countries depend on tourism as their main source of revenue,essay116,train,783,847,Premise,some countries depend on tourism as their main source of revenue
T6,Claim 855 887	the governments should help arts,essay116,train,855,887,Claim,the governments should help arts
T7,Premise 896 962	their work crafts are very necessary to boost the tourist industry,essay116,train,896,962,Premise,their work crafts are very necessary to boost the tourist industry
T8,Claim 1114 1181	culture and history of a country can be reserved and assured by art,essay116,train,1114,1181,Claim,culture and history of a country can be reserved and assured by art
T9,Premise 977 1101	sculptures and paintings in the museums and art galleries generally reflect the culture and civilization of every generation,essay116,train,977,1101,Premise,sculptures and paintings in the museums and art galleries generally reflect the culture and civilization of every generation
T10,Premise 1183 1306	Young people are also able to get more knowledge about their country's history and culture by observing various work crafts,essay116,train,1183,1306,Premise,Young people are also able to get more knowledge about their country's history and culture by observing various work crafts
T11,Claim 1363 1423	talent in art is extremely precious and should not be wasted,essay116,train,1363,1423,Claim,talent in art is extremely precious and should not be wasted
T12,Premise 1433 1503	not many people are blessed in the talent of paintings and work crafts,essay116,train,1433,1503,Premise,not many people are blessed in the talent of paintings and work crafts
T13,Premise 1512 1614	this type of talent has to be valued as other types of talents such as talent in science or literature,essay116,train,1512,1614,Premise,this type of talent has to be valued as other types of talents such as talent in science or literature
T1,MajorClaim 1955 2016	technology alone can solve the world's environmental problems,essay117,test,1955,2016,MajorClaim,technology alone can solve the world's environmental problems
T2,Claim 459 558	if humans stop using technology and lead a simple way of life then only we can save the environment,essay117,test,459,558,Claim,if humans stop using technology and lead a simple way of life then only we can save the environment
T3,Premise 576 635	it is the luxuries people use which damages the environment,essay117,test,576,635,Premise,it is the luxuries people use which damages the environment
T4,"Premise 637 880	If people don't use air conditioners, automobiles and other such things that technology has brought us, then naturally there would be less pollution and natural resources like fossil fuels would be saved and all this would save the environment",essay117,test,637,880,Premise,"If people don't use air conditioners, automobiles and other such things that technology has brought us, then naturally there would be less pollution and natural resources like fossil fuels would be saved and all this would save the environment"
T5,Claim 930 973	technology alone could save the environment,essay117,test,930,973,Claim,technology alone could save the environment
T6,Premise 991 1062	now we have come so far ahead in technology that there is no going back,essay117,test,991,1062,Premise,now we have come so far ahead in technology that there is no going back
T7,Premise 1064 1145	We cannot ask the people of the jet age to go back to the age of the bullock cart,essay117,test,1064,1145,Premise,We cannot ask the people of the jet age to go back to the age of the bullock cart
T8,Claim 1147 1234	There are a lot of advances going on technology which are helping the environment a lot,essay117,test,1147,1234,Claim,There are a lot of advances going on technology which are helping the environment a lot
T9,Premise 1236 1331	One prime example is finding solutions to water problems in developing countries such as Africa,essay117,test,1236,1331,Premise,One prime example is finding solutions to water problems in developing countries such as Africa
T10,"Premise 1333 1509	By pressurising sea water to produce vapour jets and filtering them through carbon nano tubes, we can get clean drinking water from sea water - an almost inexhaustible resource",essay117,test,1333,1509,Premise,"By pressurising sea water to produce vapour jets and filtering them through carbon nano tubes, we can get clean drinking water from sea water - an almost inexhaustible resource"
T11,Premise 1524 1592	Japan is working to build a working space solar power system by 2030,essay117,test,1524,1592,Premise,Japan is working to build a working space solar power system by 2030
T12,"Premise 1594 1743	By drawing on the colossal energy of the sun, it could meet the entire world's electricity requirements indefinitely without nuclear or GHG emissions",essay117,test,1594,1743,Premise,"By drawing on the colossal energy of the sun, it could meet the entire world's electricity requirements indefinitely without nuclear or GHG emissions"
T13,"Premise 1745 1803	If successful, the impact on the world would be monumental",essay117,test,1745,1803,Premise,"If successful, the impact on the world would be monumental"
T14,"Premise 1805 1859	It would mean energy for schools, hospitals, and homes",essay117,test,1805,1859,Premise,"It would mean energy for schools, hospitals, and homes"
T15,Premise 1861 1904	It would mean another industrial revolution,essay117,test,1861,1904,Premise,It would mean another industrial revolution
T1,"MajorClaim 276 400	their salary at a lower level would be more appropriate compared with other peoples in scientific or social, economic fields",essay118,train,276,400,MajorClaim,"their salary at a lower level would be more appropriate compared with other peoples in scientific or social, economic fields"
T2,MajorClaim 2040 2118	professional athletes and singers are overpaid in terms of their contributions,essay118,train,2040,2118,MajorClaim,professional athletes and singers are overpaid in terms of their contributions
T3,Premise 497 558	they have an exceptional ability that other people do not own,essay118,train,497,558,Premise,they have an exceptional ability that other people do not own
T4,Premise 573 723	hardly anyone could play basketball as skillfully as Michael Jordan - a legendary former American player who won several times in the NBA championship,essay118,train,573,723,Premise,hardly anyone could play basketball as skillfully as Michael Jordan - a legendary former American player who won several times in the NBA championship
T5,"Premise 725 906	They also point out that these people have to undergo painstaking and industrious training, let alone participate in a great number of contests to be recognized and prove themselves",essay118,train,725,906,Premise,"They also point out that these people have to undergo painstaking and industrious training, let alone participate in a great number of contests to be recognized and prove themselves"
T6,"Premise 930 1020	there are many singers and athletes, few of whom could rise to fame and victory ultimately",essay118,train,930,1020,Premise,"there are many singers and athletes, few of whom could rise to fame and victory ultimately"
T7,"Premise 1022 1127	Overcoming all these obstacles, they should be paid a great deal of money for their extraordinary efforts",essay118,train,1022,1127,Premise,"Overcoming all these obstacles, they should be paid a great deal of money for their extraordinary efforts"
T8,Claim 439 488	athletes and singers deserve their current salary,essay118,train,439,488,Claim,athletes and singers deserve their current salary
T9,"Premise 1200 1291	singers and athletes, in fact, contribute insignificantly to the development of the society",essay118,train,1200,1291,Premise,"singers and athletes, in fact, contribute insignificantly to the development of the society"
T10,Premise 1293 1412	It is assumed the amazing performances they give to the audiences are only valuable in aesthetic and entertaining terms,essay118,train,1293,1412,Premise,It is assumed the amazing performances they give to the audiences are only valuable in aesthetic and entertaining terms
T11,"Premise 1414 1669	While scientists invent machines serving daily lives, doctors take care of patients and cure their diseases and policemen help to ensure the safety and stability of the nation, singers and athletes do not play a helpful part in improving the material life",essay118,train,1414,1669,Premise,"While scientists invent machines serving daily lives, doctors take care of patients and cure their diseases and policemen help to ensure the safety and stability of the nation, singers and athletes do not play a helpful part in improving the material life"
T12,Premise 1671 1748	They commit themselves to promoting relaxation and enjoyment for the audience,essay118,train,1671,1748,Premise,They commit themselves to promoting relaxation and enjoyment for the audience
T13,"Premise 1758 1850	their contribution is less important than those from doctors or scientists, albeit necessary",essay118,train,1758,1850,Premise,"their contribution is less important than those from doctors or scientists, albeit necessary"
T14,"Claim 1859 2003	their privilege of salary seems groundless, while the main work forces receive modest salaries which only enable them to afford bare necessities",essay118,train,1859,2003,Claim,"their privilege of salary seems groundless, while the main work forces receive modest salaries which only enable them to afford bare necessities"
T1,MajorClaim 1643 1704	at no time will the unique role of human teachers be replaced,essay119,test,1643,1704,MajorClaim,at no time will the unique role of human teachers be replaced
T2,Claim 1598 1641	Internet can be a useful tool for education,essay119,test,1598,1641,Claim,Internet can be a useful tool for education
T3,"Claim 378 534	the global online network is the inexhaustible source of information, which definitely exceeds the fund of knowledge that any veteran teacher can accumulate",essay119,test,378,534,Claim,"the global online network is the inexhaustible source of information, which definitely exceeds the fund of knowledge that any veteran teacher can accumulate"
T4,"Premise 536 722	Internet and computer also offer a more comprehensive access to knowledge, ranging from visual to aural stimuli, which make learning an ever enjoyable experience, especially for children",essay119,test,536,722,Premise,"Internet and computer also offer a more comprehensive access to knowledge, ranging from visual to aural stimuli, which make learning an ever enjoyable experience, especially for children"
T5,"Premise 897 989	Much information as the Internet may provide, most of the sources are unjustified by experts",essay119,test,897,989,Premise,"Much information as the Internet may provide, most of the sources are unjustified by experts"
T6,Claim 1004 1057	information from those sources is subject to question,essay119,test,1004,1057,Claim,information from those sources is subject to question
T7,Premise 1071 1153	the computer can show whether an answer to a particular question is right or wrong,essay119,test,1071,1153,Premise,the computer can show whether an answer to a particular question is right or wrong
T8,Claim 1158 1222	it cannot give as an in-depth explanation as a human teacher can,essay119,test,1158,1222,Claim,it cannot give as an in-depth explanation as a human teacher can
T9,"Premise 1224 1440	Through face-to-face communication, teachers can also pinpoint the weaknesses of each student and therefore, adjusting and tailoring his or her teaching methodology to meet the levels or the demands of those students",essay119,test,1224,1440,Premise,"Through face-to-face communication, teachers can also pinpoint the weaknesses of each student and therefore, adjusting and tailoring his or her teaching methodology to meet the levels or the demands of those students"
T10,Premise 1442 1493	This is where the computer proves to be incompetent,essay119,test,1442,1493,Premise,This is where the computer proves to be incompetent
T1,"MajorClaim 323 384	""murdering"" criminals is therefore immoral and hard to accept",essay120,train,323,384,MajorClaim,"""murdering"" criminals is therefore immoral and hard to accept"
T2,MajorClaim 1700 1725	it is absurd and inhumane,essay120,train,1700,1725,MajorClaim,it is absurd and inhumane
T3,Claim 1605 1668	capital punishment presents an extreme warning to the community,essay120,train,1605,1668,Claim,capital punishment presents an extreme warning to the community
T4,Claim 422 514	every human being has the right to live and no authority is empowered to deprive one of life,essay120,train,422,514,Claim,every human being has the right to live and no authority is empowered to deprive one of life
T5,"Premise 525 624	what criminals cause to the society, specifically to the victims, is indeed significantly offensive",essay120,train,525,624,Premise,"what criminals cause to the society, specifically to the victims, is indeed significantly offensive"
T6,Premise 626 675	they are humans and their lives need to be valued,essay120,train,626,675,Premise,they are humans and their lives need to be valued
T7,Premise 690 742	execution does not resolve the consequences of crime,essay120,train,690,742,Premise,execution does not resolve the consequences of crime
T8,Premise 759 869	it could put the criminal's family through hardship while the pain of the victim's kin is never to be consoled,essay120,train,759,869,Premise,it could put the criminal's family through hardship while the pain of the victim's kin is never to be consoled
T9,"Claim 881 1069	capital punishment is certainly not the only option to control the amount of crimes, life imprisonment is just as effective by detaining the criminals in prison for the rest of their lives",essay120,train,881,1069,Claim,"capital punishment is certainly not the only option to control the amount of crimes, life imprisonment is just as effective by detaining the criminals in prison for the rest of their lives"
T10,"Premise 1081 1288	in terms of punishment, living a miserable life with restriction to the world outside and sustaining the feeling of guilt every day in a dark bounded room are much more obsessing than being killed right away",essay120,train,1081,1288,Premise,"in terms of punishment, living a miserable life with restriction to the world outside and sustaining the feeling of guilt every day in a dark bounded room are much more obsessing than being killed right away"
T11,Claim 1290 1402	The third reason why the death penalty should be banned is the chance that innocent people are wrongly convicted,essay120,train,1290,1402,Claim,The third reason why the death penalty should be banned is the chance that innocent people are wrongly convicted
T12,"Premise 1463 1579	many people are executed for the crime they did not commit, which leads to a question of fairness in judicial system",essay120,train,1463,1579,Premise,"many people are executed for the crime they did not commit, which leads to a question of fairness in judicial system"
T13,"Premise 1404 1455	Juries are also humans, they may lack of discretion",essay120,train,1404,1455,Premise,"Juries are also humans, they may lack of discretion"
T14,Claim 1740 1777	it can be replaced by a life sentence,essay120,train,1740,1777,Claim,it can be replaced by a life sentence
T1,MajorClaim 219 330	I completely disagree with the idea that businesses should be allowed to do anything they want to make a profit,essay121,train,219,330,MajorClaim,I completely disagree with the idea that businesses should be allowed to do anything they want to make a profit
T2,Claim 332 423	With this permission they are allowed to hit and damage everything for just making a profit,essay121,train,332,423,Claim,With this permission they are allowed to hit and damage everything for just making a profit
T3,"Claim 434 600	if there is not any control on the businesses and they are permitted to do everything they want, they will threaten the beings' life such as human, animals and plants",essay121,train,434,600,Claim,"if there is not any control on the businesses and they are permitted to do everything they want, they will threaten the beings' life such as human, animals and plants"
T4,Premise 602 727	As every day we read and hear in televisions and newspapers that some factories hit the environment by their toxic substances,essay121,train,602,727,Premise,As every day we read and hear in televisions and newspapers that some factories hit the environment by their toxic substances
T5,"Premise 739 859	if we let them do anything they can to just make a profit, they will produce products with low qualities and high prices",essay121,train,739,859,Premise,"if we let them do anything they can to just make a profit, they will produce products with low qualities and high prices"
T6,Claim 871 901	they might hit consumer's life,essay121,train,871,901,Claim,they might hit consumer's life
T7,"Premise 917 1067	a few months ago it was broadcast from TV that a company which produced baby milk, sold milk which did not have quality and it caused a few babies die",essay121,train,917,1067,Premise,"a few months ago it was broadcast from TV that a company which produced baby milk, sold milk which did not have quality and it caused a few babies die"
T8,"MajorClaim 1084 1249	all companies, factories and businesses should be monitored by governments and executive, and they do not have to let do anything they want just due to making profit",essay121,train,1084,1249,MajorClaim,"all companies, factories and businesses should be monitored by governments and executive, and they do not have to let do anything they want just due to making profit"
T9,Claim 1251 1308	They can hit both the environment and human's life easily,essay121,train,1251,1308,Claim,They can hit both the environment and human's life easily
T1,MajorClaim 305 382	new high school is a great addition to the educational system of my community,essay122,train,305,382,MajorClaim,new high school is a great addition to the educational system of my community
T2,MajorClaim 95 161	The new high school will bring a lot of advantages to my community,essay122,train,95,161,MajorClaim,The new high school will bring a lot of advantages to my community
T3,"Claim 163 281	The high school of my district is pretty old and lacks in necessities for students, so they can't get enough education",essay122,train,163,281,Claim,"The high school of my district is pretty old and lacks in necessities for students, so they can't get enough education"
T4,Claim 1687 1772	The only disadvantage is the nosiness of competitions which students will participate,essay122,train,1687,1772,Claim,The only disadvantage is the nosiness of competitions which students will participate
T5,MajorClaim 1815 1878	the new high school will be a great addition for my environment,essay122,train,1815,1878,MajorClaim,the new high school will be a great addition for my environment
T6,Premise 1791 1810	it isn't a big deal,essay122,train,1791,1810,Premise,it isn't a big deal
T7,"Claim 1484 1685	this new construction has a lot of advantages like new connections between students from different communities, also the new educational equipment will increase the students' enthusiasm toward studying",essay122,train,1484,1685,Claim,"this new construction has a lot of advantages like new connections between students from different communities, also the new educational equipment will increase the students' enthusiasm toward studying"
T8,Claim 407 496	the new high school will bring a lots of opportunities for student concerned in education,essay122,train,407,496,Claim,the new high school will bring a lots of opportunities for student concerned in education
T9,"Premise 498 616	Their old high school is pretty old and need in new educational materials, repairing of the place for sport activities",essay122,train,498,616,Premise,"Their old high school is pretty old and need in new educational materials, repairing of the place for sport activities"
T10,Premise 623 683	the laboratory of physics and chemistry was in bad condition,essay122,train,623,683,Premise,the laboratory of physics and chemistry was in bad condition
T11,Premise 688 736	the students can't study well during the classes,essay122,train,688,736,Premise,the students can't study well during the classes
T12,Premise 738 804	They will study with new breath and great enthusiasm in new school,essay122,train,738,804,Premise,They will study with new breath and great enthusiasm in new school
T13,Claim 817 943	the new high school will be a place for new connections between the student of different communities and districts of the city,essay122,train,817,943,Claim,the new high school will be a place for new connections between the student of different communities and districts of the city
T14,"Premise 945 1077	After classes students and not only the students will get together in building of high school, participate in different competitions",essay122,train,945,1077,Premise,"After classes students and not only the students will get together in building of high school, participate in different competitions"
T15,Premise 1092 1216	during the football match the students of different high schools will come and after the competition they will keep in touch,essay122,train,1092,1216,Premise,during the football match the students of different high schools will come and after the competition they will keep in touch
T16,Premise 1218 1275	This will increase the social connections of the students,essay122,train,1218,1275,Premise,This will increase the social connections of the students
T17,Premise 1277 1335	The only disadvantage is the noisiness of the competitions,essay122,train,1277,1335,Premise,The only disadvantage is the noisiness of the competitions
T18,Premise 1337 1398	The people living in the neighborhood will be a bit perturbed,essay122,train,1337,1398,Premise,The people living in the neighborhood will be a bit perturbed
T19,Premise 1412 1470	this isn't a important reason for ceasing the competitions,essay122,train,1412,1470,Premise,this isn't a important reason for ceasing the competitions
T1,MajorClaim 251 324	teenagers need more attention and help in comparison with the higher ages,essay123,train,251,324,MajorClaim,teenagers need more attention and help in comparison with the higher ages
T2,Claim 494 538	they are the best advisor for their children,essay123,train,494,538,Claim,they are the best advisor for their children
T3,Premise 411 482	parents and other adult relatives are more experienced towards children,essay123,train,411,482,Premise,parents and other adult relatives are more experienced towards children
T4,Premise 610 685	if children listen to their advices they can prevent happening worst things,essay123,train,610,685,Premise,if children listen to their advices they can prevent happening worst things
T5,Premise 540 605	They have experienced a large numbers of stuffs during their life,essay123,train,540,605,Premise,They have experienced a large numbers of stuffs during their life
T6,"Premise 693 795	they can save value things in their life such as time and money, and enjoy they life with the best way",essay123,train,693,795,Premise,"they can save value things in their life such as time and money, and enjoy they life with the best way"
T7,Claim 835 915	parents and adults relatives are the best friends and consular for the teenagers,essay123,train,835,915,Claim,parents and adults relatives are the best friends and consular for the teenagers
T8,Premise 925 1028	unfortunately nowadays there are some individuals who cheat the others for gaining more power and money,essay123,train,925,1028,Premise,unfortunately nowadays there are some individuals who cheat the others for gaining more power and money
T9,Premise 1030 1051	They cheat young ages,essay123,train,1030,1051,Premise,They cheat young ages
T10,Premise 1060 1120	they believe they are immature and they can trap them easily,essay123,train,1060,1120,Premise,they believe they are immature and they can trap them easily
T11,MajorClaim 1302 1380	it is a good idea to ask parents and adult relatives to give a piece of advice,essay123,train,1302,1380,MajorClaim,it is a good idea to ask parents and adult relatives to give a piece of advice
T1,MajorClaim 295 369	childhood is definitely the happiest time of people life in two main areas,essay124,train,295,369,MajorClaim,childhood is definitely the happiest time of people life in two main areas
T2,MajorClaim 1122 1170	the best phase of people life is their childhood,essay124,train,1122,1170,MajorClaim,the best phase of people life is their childhood
T3,"Claim 1172 1359	They not only free to do whatever they want without any confine or punishment, but also they are free and have a lot of time in their hands to try and experience new things and enjoy them",essay124,train,1172,1359,Claim,"They not only free to do whatever they want without any confine or punishment, but also they are free and have a lot of time in their hands to try and experience new things and enjoy them"
T4,"Premise 391 495	children are free whatever they want to do, they are not restricted and their limitation are really rare",essay124,train,391,495,Premise,"children are free whatever they want to do, they are not restricted and their limitation are really rare"
T5,Premise 505 605	they are in the age of growth and they are allowed whatever they want to do to experience new stuffs,essay124,train,505,605,Premise,they are in the age of growth and they are allowed whatever they want to do to experience new stuffs
T6,Claim 617 661	there is no argument and punishment for them,essay124,train,617,661,Claim,there is no argument and punishment for them
T7,Premise 735 791	they do not have to educate and they do not have to work,essay124,train,735,791,Premise,they do not have to educate and they do not have to work
T8,Claim 796 867	they have a lot of time in their hand to enjoy this stage of their life,essay124,train,796,867,Claim,they have a lot of time in their hand to enjoy this stage of their life
T9,"Premise 890 1011	I made a large number of friends in this age, and I almost traveled to all cities of my county when I was in kindergarten",essay124,train,890,1011,Premise,"I made a large number of friends in this age, and I almost traveled to all cities of my county when I was in kindergarten"
T10,Premise 1018 1086	I got familiar with different kind of animals and plants in this age,essay124,train,1018,1086,Premise,I got familiar with different kind of animals and plants in this age
T11,Claim 676 727	in this age they are not expected to be responsible,essay124,train,676,727,Claim,in this age they are not expected to be responsible
T1,"MajorClaim 248 334	the three most reasons are increased knowledge, career preparation and new experiences",essay125,train,248,334,MajorClaim,"the three most reasons are increased knowledge, career preparation and new experiences"
T2,MajorClaim 2251 2346	everybody who is studying in university should concentrate on the objectives and try their best,essay125,train,2251,2346,MajorClaim,everybody who is studying in university should concentrate on the objectives and try their best
T3,"Premise 449 608	in this wonderful academic environment, everyone is provided with varieties and gigantic number of information by a lot of professors and well-trained teachers",essay125,train,449,608,Premise,"in this wonderful academic environment, everyone is provided with varieties and gigantic number of information by a lot of professors and well-trained teachers"
T4,Premise 616 661	people are able to strengthen their knowledge,essay125,train,616,661,Premise,people are able to strengthen their knowledge
